,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,state_ordinance,population,lat,lon,city_name
184,2019-03-25,50,PM2.5,Chalmette Vista,22-087-0007,AQS,5,46,6,16,50,33,2020-03-23,391006,29.9511,-90.0715,New_Orleans
185,2019-03-26,45,Ozone,Kenner,22-051-1001,AQS,3,45,3,7,37,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
186,2019-03-27,54,Ozone,Meraux,22-087-0004,AQS,5,54,3,12,43,31,2020-03-23,391006,29.9511,-90.0715,New_Orleans
187,2019-03-28,58,Ozone,Meraux,22-087-0004,AQS,5,58,3,19,49,33,2020-03-23,391006,29.9511,-90.0715,New_Orleans
188,2019-03-29,47,Ozone,Meraux,22-087-0004,AQS,5,47,4,21,41,38,2020-03-23,391006,29.9511,-90.0715,New_Orleans
189,2019-03-30,44,Ozone,Meraux,22-087-0004,AQS,3,44,17,17,38,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
190,2019-03-31,33,Ozone,Kenner,22-051-1001,AQS,3,33,1,6,22,5,2020-03-23,391006,29.9511,-90.0715,New_Orleans
191,2019-04-01,45,Ozone,Meraux,22-087-0004,AQS,2,45,7,11,41,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
192,2019-04-02,50,Ozone,Meraux,22-087-0004,AQS,2,50,3,11,42,40,2020-03-23,391006,29.9511,-90.0715,New_Orleans
193,2019-04-03,61,Ozone,Meraux,22-087-0004,AQS,5,61,16,21,60,43,2020-03-23,391006,29.9511,-90.0715,New_Orleans
194,2019-04-04,51,Ozone,Meraux,22-087-0004,AQS,3,51,20,8,35,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
195,2019-04-05,39,Ozone,Meraux,22-087-0004,AQS,5,39,4,9,38,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
196,2019-04-06,57,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,1,13,57,12,2020-03-23,391006,29.9511,-90.0715,New_Orleans
197,2019-04-07,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,36,1,8,46,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
198,2019-04-08,46,Ozone,Meraux,22-087-0004,AQS,2,46,26,11,30,29,2020-03-23,391006,29.9511,-90.0715,New_Orleans
199,2019-04-09,44,Ozone,Convent,22-093-0002,AQS,2,44,1,6,28,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
200,2019-04-10,77,Ozone,Madisonville,22-103-0002,AQS,3,77,7,21,52,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
201,2019-04-11,51,Ozone,Madisonville,22-103-0002,AQS,3,51,24,16,50,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
202,2019-04-12,41,Ozone,Meraux,22-087-0004,AQS,5,41,3,11,33,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
203,2019-04-13,52,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,37,21,52,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
204,2019-04-14,43,Ozone,Meraux,22-087-0004,AQS,2,43,3,11,21,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
205,2019-04-15,71,Ozone,Kenner,22-051-1001,AQS,3,71,4,12,35,33,2020-03-23,391006,29.9511,-90.0715,New_Orleans
206,2019-04-16,64,Ozone,Kenner,22-051-1001,AQS,6,64,13,18,41,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
207,2019-04-17,67,Ozone,Meraux,22-087-0004,AQS,3,67,1,17,38,30,2020-03-23,391006,29.9511,-90.0715,New_Orleans
208,2019-04-18,42,Ozone,Meraux,22-087-0004,AQS,3,42,24,17,35,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
209,2019-04-19,45,Ozone,Meraux,22-087-0004,AQS,2,45,3,8,10,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
210,2019-04-20,47,Ozone,Garyville,22-095-0002,AQS,3,47,3,14,30,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
211,2019-04-21,54,Ozone,Kenner,22-051-1001,AQS,6,54,11,15,39,30,2020-03-23,391006,29.9511,-90.0715,New_Orleans
212,2019-04-22,67,Ozone,Meraux,22-087-0004,AQS,6,67,6,17,33,36,2020-03-23,391006,29.9511,-90.0715,New_Orleans
213,2019-04-23,50,Ozone,Meraux,22-087-0004,AQS,5,50,16,14,30,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
214,2019-04-24,45,Ozone,Madisonville,22-103-0002,AQS,3,45,9,16,40,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
215,2019-04-25,40,Ozone,Meraux,22-087-0004,AQS,3,40,20,12,21,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
216,2019-04-26,49,Ozone,Kenner,22-051-1001,AQS,3,49,3,15,34,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
217,2019-04-27,71,Ozone,Madisonville,22-103-0002,AQS,3,71,26,19,42,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
218,2019-04-28,80,Ozone,Madisonville,22-103-0002,AQS,5,80,6,19,43,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
219,2019-04-29,47,Ozone,Meraux,22-087-0004,AQS,3,47,3,18,31,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
220,2019-04-30,51,Ozone,Meraux,22-087-0004,AQS,3,51,4,21,44,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
221,2019-05-01,34,Ozone,Meraux,22-087-0004,AQS,3,34,3,19,33,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
222,2019-05-02,37,Ozone,Garyville,22-095-0002,AQS,3,37,4,19,28,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
223,2019-05-03,31,PM2.5,Chalmette Vista,22-087-0007,AQS,5,31,4,16,31,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
224,2019-05-04,45,Ozone,Madisonville,22-103-0002,AQS,3,45,6,10,25,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
225,2019-05-05,37,Ozone,Meraux,22-087-0004,AQS,3,37,3,7,23,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
226,2019-05-06,45,Ozone,Garyville,22-095-0002,AQS,5,45,7,15,33,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
227,2019-05-07,47,Ozone,Madisonville,22-103-0002,AirNow,5,47,4,13,32,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
228,2019-05-08,41,Ozone,Meraux,22-087-0004,AQS,3,41,11,12,30,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
229,2019-05-09,45,PM2.5,Chalmette Vista,22-087-0007,AQS,2,44,24,16,45,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
230,2019-05-10,33,PM2.5,Madisonville,22-103-0002,AQS,3,32,3,13,33,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
231,2019-05-11,43,PM2.5,Chalmette Vista,22-087-0007,AQS,.,33,17,16,43,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
232,2019-05-12,44,Ozone,Kenner,22-051-1001,AQS,.,44,10,8,35,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
233,2019-05-13,38,Ozone,Kenner,22-051-1001,AQS,2,38,4,8,21,1,2020-03-23,391006,29.9511,-90.0715,New_Orleans
234,2019-05-14,47,Ozone,Kenner,22-051-1001,AQS,3,47,29,14,38,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
235,2019-05-15,67,Ozone,Convent,22-093-0002,AQS,6,67,3,21,51,31,2020-03-23,391006,29.9511,-90.0715,New_Orleans
236,2019-05-16,71,Ozone,Garyville,22-095-0002,AQS,3,71,3,19,52,33,2020-03-23,391006,29.9511,-90.0715,New_Orleans
237,2019-05-17,67,Ozone,Madisonville,22-103-0002,AQS,5,67,1,17,47,31,2020-03-23,391006,29.9511,-90.0715,New_Orleans
238,2019-05-18,44,PM2.5,Chalmette Vista,22-087-0007,AQS,3,43,1,18,44,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
239,2019-05-19,43,Ozone,Madisonville,22-103-0002,AQS,3,43,1,14,38,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
240,2019-05-20,45,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,27,20,45,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
241,2019-05-21,42,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,11,19,42,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
242,2019-05-22,48,PM2.5,Chalmette Vista,22-087-0007,AQS,2,33,6,19,48,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
243,2019-05-23,39,PM2.5,Chalmette Vista,22-087-0007,AQS,3,39,19,17,39,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
244,2019-05-24,41,PM2.5,Chalmette Vista,22-087-0007,AQS,3,40,1,18,41,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
245,2019-05-25,50,Ozone,Garyville,22-095-0002,AQS,3,50,3,23,48,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
246,2019-05-26,54,PM2.5,Chalmette Vista,22-087-0007,AQS,3,51,10,21,54,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
247,2019-05-27,47,Ozone,Madisonville,22-103-0002,AQS,3,47,14,19,45,12,2020-03-23,391006,29.9511,-90.0715,New_Orleans
248,2019-05-28,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,42,37,21,46,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
249,2019-05-29,53,PM2.5,Chalmette Vista,22-087-0007,AQS,3,42,1,19,53,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
250,2019-05-30,48,PM2.5,Chalmette Vista,22-087-0007,AQS,3,44,9,19,48,30,2020-03-23,391006,29.9511,-90.0715,New_Orleans
251,2019-05-31,77,Ozone,Kenner,22-051-1001,AQS,3,77,7,19,52,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
252,2019-06-01,64,Ozone,Kenner,22-051-1001,AQS,3,64,4,17,46,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
253,2019-06-02,58,PM2.5,Chalmette Vista,22-087-0007,AQS,3,51,3,19,58,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
254,2019-06-03,65,PM2.5,Chalmette Vista,22-087-0007,AQS,3,61,3,29,65,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
255,2019-06-04,64,Ozone,Kenner,22-051-1001,AQS,3,64,23,19,56,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
256,2019-06-05,35,PM2.5,Chalmette Vista,22-087-0007,AQS,3,18,23,12,35,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
257,2019-06-06,41,PM2.5,Chalmette Vista,22-087-0007,AQS,2,29,33,15,41,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
258,2019-06-07,45,Ozone,Madisonville,22-103-0002,AQS,3,45,1,15,43,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
259,2019-06-08,74,Ozone,Kenner,22-051-1001,AQS,3,74,3,14,47,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
260,2019-06-09,41,Ozone,Meraux,22-087-0004,AQS,2,41,1,10,31,2,2020-03-23,391006,29.9511,-90.0715,New_Orleans
261,2019-06-10,44,Ozone,Kenner,22-051-1001,AQS,2,44,0,16,40,2,2020-03-23,391006,29.9511,-90.0715,New_Orleans
262,2019-06-11,49,Ozone,Meraux,22-087-0004,AQS,2,49,1,24,47,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
263,2019-06-12,80,Ozone,Garyville,22-095-0002,AQS,2,80,3,20,49,10,2020-03-23,391006,29.9511,-90.0715,New_Orleans
264,2019-06-13,71,Ozone,Kenner,22-051-1001,AQS,3,71,7,23,53,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
265,2019-06-14,93,Ozone,Garyville,22-095-0002,AQS,3,93,9,22,48,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
266,2019-06-15,42,Ozone,Madisonville,22-103-0002,AQS,2,42,17,12,22,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
267,2019-06-16,42,PM2.5,Madisonville,22-103-0002,AQS,.,30,29,22,42,10,2020-03-23,391006,29.9511,-90.0715,New_Orleans
268,2019-06-17,33,SO2,Norco,22-089-0006,AQS,.,21,33,9,24,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
269,2019-06-18,41,Ozone,Madisonville,22-103-0002,AQS,.,41,14,7,18,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
270,2019-06-19,64,Ozone,Madisonville,22-103-0002,AQS,.,64,6,9,30,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
271,2019-06-20,56,PM2.5,Chalmette Vista,22-087-0007,AQS,2,21,1,33,56,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
272,2019-06-21,73,PM2.5,Chalmette Vista,22-087-0007,AQS,2,24,62,51,73,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
273,2019-06-22,75,PM2.5,Chalmette Vista,22-087-0007,AQS,3,28,3,49,75,10,2020-03-23,391006,29.9511,-90.0715,New_Orleans
274,2019-06-23,77,PM2.5,Chalmette Vista,22-087-0007,AQS,2,23,20,53,77,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
275,2019-06-24,53,PM2.5,Chalmette Vista,22-087-0007,AQS,5,46,27,28,53,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
276,2019-06-25,75,PM2.5,Chalmette Vista,22-087-0007,AQS,5,29,13,55,75,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
277,2019-06-26,60,PM2.5,Madisonville,22-103-0002,AQS,3,33,9,39,60,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
278,2019-06-27,67,Ozone,Convent,22-093-0002,AQS,3,67,39,31,58,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
279,2019-06-28,46,Ozone,Meraux,22-087-0004,AQS,2,46,3,22,42,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
280,2019-06-29,49,Ozone,Convent,22-093-0002,AQS,3,49,16,17,39,10,2020-03-23,391006,29.9511,-90.0715,New_Orleans
281,2019-06-30,74,Ozone,Madisonville,22-103-0002,AQS,3,74,14,20,51,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
282,2019-07-01,67,Ozone,Garyville,22-095-0002,AQS,3,67,4,22,50,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
283,2019-07-02,33,Ozone,Madisonville,22-103-0002,AQS,3,33,9,14,28,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
284,2019-07-03,45,Ozone,Madisonville,22-103-0002,AQS,3,45,4,18,30,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
285,2019-07-04,74,PM2.5,Chalmette Vista,22-087-0007,AQS,2,41,17,47,74,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
286,2019-07-05,69,PM2.5,Chalmette Vista,22-087-0007,AQS,3,49,17,47,69,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
287,2019-07-06,75,PM2.5,Madisonville,22-103-0002,AQS,3,48,6,51,75,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
288,2019-07-07,67,PM2.5,Chalmette Vista,22-087-0007,AQS,3,50,9,38,67,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
289,2019-07-08,56,PM2.5,Chalmette Vista,22-087-0007,AQS,3,48,4,28,56,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
290,2019-07-09,54,Ozone,Garyville,22-095-0002,AQS,3,54,11,18,41,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
291,2019-07-10,42,PM2.5,Madisonville,22-103-0002,AQS,3,33,4,14,42,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
292,2019-07-11,76,SO2,Norco,22-089-0006,AQS,2,39,76,15,32,4,2020-03-23,391006,29.9511,-90.0715,New_Orleans
293,2019-07-12,39,Ozone,Meraux,22-087-0004,AQS,2,39,31,19,28,5,2020-03-23,391006,29.9511,-90.0715,New_Orleans
294,2019-07-13,53,PM2.5,Chalmette Vista,22-087-0007,AQS,2,41,6,29,53,5,2020-03-23,391006,29.9511,-90.0715,New_Orleans
295,2019-07-14,55,PM2.5,I-610,22-071-0021,AQS,2,24,4,35,55,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
296,2019-07-15,40,PM2.5,Kenner,22-051-1001,AQS,2,23,3,25,40,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
297,2019-07-16,75,PM2.5,Chalmette Vista,22-087-0007,AQS,3,25,6,53,75,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
298,2019-07-17,62,PM2.5,Chalmette Vista,22-087-0007,AQS,3,39,3,45,62,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
299,2019-07-18,49,PM2.5,Kenner,22-051-1001,AQS,3,32,1,22,49,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
300,2019-07-19,33,PM2.5,Kenner,22-051-1001,AQS,2,29,3,13,33,10,2020-03-23,391006,29.9511,-90.0715,New_Orleans
301,2019-07-20,30,PM2.5,Kenner,22-051-1001,AQS,5,26,7,14,30,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
302,2019-07-21,31,PM2.5,Kenner,22-051-1001,AQS,5,25,9,14,31,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
303,2019-07-22,34,Ozone,Madisonville,22-103-0002,AQS,3,34,3,14,28,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
304,2019-07-23,40,PM2.5,Kenner,22-051-1001,AQS,3,40,6,19,40,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
305,2019-07-24,44,Ozone,Kenner,22-051-1001,AQS,2,44,4,15,39,2,2020-03-23,391006,29.9511,-90.0715,New_Orleans
306,2019-07-25,46,Ozone,Madisonville,22-103-0002,AQS,2,46,4,17,41,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
307,2019-07-26,45,Ozone,Kenner,22-051-1001,AQS,2,45,13,14,39,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
308,2019-07-27,40,Ozone,Madisonville,22-103-0002,AQS,2,40,23,10,28,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
309,2019-07-28,41,Ozone,Madisonville,22-103-0002,AQS,3,41,17,12,27,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
310,2019-07-29,44,Ozone,Madisonville,22-103-0002,AQS,5,44,3,13,29,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
311,2019-07-30,36,PM2.5,Chalmette Vista,22-087-0007,AQS,6,25,3,17,36,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
312,2019-07-31,46,Ozone,Madisonville,22-103-0002,AQS,7,46,20,21,35,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
313,2019-08-01,74,Ozone,Garyville,22-095-0002,AQS,5,74,19,19,50,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
314,2019-08-02,51,Ozone,Meraux,22-087-0004,AQS,3,51,7,17,44,34,2020-03-23,391006,29.9511,-90.0715,New_Orleans
315,2019-08-03,46,Ozone,Meraux,22-087-0004,AQS,3,46,10,14,33,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
316,2019-08-04,37,Ozone,Madisonville,22-103-0002,AQS,5,37,20,11,23,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
317,2019-08-05,44,Ozone,Madisonville,22-103-0002,AQS,5,44,3,9,24,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
318,2019-08-06,36,Ozone,Madisonville,22-103-0002,AQS,3,36,11,7,21,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
319,2019-08-07,33,PM2.5,Chalmette Vista,22-087-0007,AQS,3,28,6,15,33,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
320,2019-08-08,41,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,10,19,41,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
321,2019-08-09,52,PM2.5,Chalmette Vista,22-087-0007,AQS,3,34,4,21,52,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
322,2019-08-10,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,10,19,46,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
323,2019-08-11,37,PM2.5,Chalmette Vista,22-087-0007,AQS,2,32,16,14,37,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
324,2019-08-12,44,Ozone,Kenner,22-051-1001,AQS,3,44,6,13,43,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
325,2019-08-13,39,PM2.5,Chalmette Vista,22-087-0007,AQS,5,38,7,12,39,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
326,2019-08-14,90,Ozone,Madisonville,22-103-0002,AirNow,3,90,3,10,30,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
327,2019-08-15,58,Ozone,Madisonville,22-103-0002,AirNow,3,58,3,10,31,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
328,2019-08-16,77,Ozone,Madisonville,22-103-0002,AirNow,3,77,3,16,50,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
329,2019-08-17,93,Ozone,Madisonville,22-103-0002,AirNow,5,93,27,13,43,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
330,2019-08-18,51,Ozone,Madisonville,22-103-0002,AirNow,3,51,14,14,33,12,2020-03-23,391006,29.9511,-90.0715,New_Orleans
331,2019-08-19,48,Ozone,Madisonville,22-103-0002,AirNow,5,48,11,12,29,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
332,2019-08-20,52,PM2.5,Chalmette Vista,22-087-0007,AQS,5,48,20,21,52,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
333,2019-08-21,64,PM2.5,Chalmette Vista,22-087-0007,AQS,3,28,3,31,64,12,2020-03-23,391006,29.9511,-90.0715,New_Orleans
334,2019-08-22,42,PM2.5,Chalmette Vista,22-087-0007,AQS,5,32,19,19,42,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
335,2019-08-23,36,SO2,Norco,22-089-0006,AQS,5,29,36,8,28,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
336,2019-08-24,29,PM2.5,Madisonville,22-103-0002,AQS,5,25,4,9,29,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
337,2019-08-25,29,SO2,Chalmette Vista,22-087-0007,AQS,6,21,29,7,25,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
338,2019-08-26,29,PM2.5,Madisonville,22-103-0002,AQS,5,24,16,10,29,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
339,2019-08-27,37,PM2.5,Madisonville,22-103-0002,AQS,3,31,14,13,37,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
340,2019-08-28,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,4,16,46,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
341,2019-08-29,52,PM2.5,Chalmette Vista,22-087-0007,AQS,3,51,10,17,52,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
342,2019-08-30,77,Ozone,Convent,22-093-0002,AQS,5,77,10,22,58,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
343,2019-08-31,59,PM2.5,Madisonville,22-103-0002,AQS,5,50,16,17,59,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
344,2019-09-01,48,PM2.5,Madisonville,22-103-0002,AQS,2,26,37,12,48,4,2020-03-23,391006,29.9511,-90.0715,New_Orleans
345,2019-09-02,50,PM2.5,Madisonville,22-103-0002,AQS,2,28,16,11,50,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
346,2019-09-03,52,PM2.5,Madisonville,22-103-0002,AQS,3,38,41,12,52,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
347,2019-09-04,57,PM2.5,Chalmette Vista,22-087-0007,AQS,3,50,6,20,57,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
348,2019-09-05,97,Ozone,Convent,22-093-0002,AQS,5,97,3,22,59,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
349,2019-09-06,74,Ozone,Convent,22-093-0002,AQS,3,74,6,29,67,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
350,2019-09-07,71,Ozone,Garyville,22-095-0002,AQS,6,71,6,31,69,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
351,2019-09-08,89,PM2.5,New Orleans / City Park,22-071-0012,AQS,5,84,7,31,89,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
352,2019-09-09,71,Ozone,Kenner,22-051-1001,AQS,5,71,11,31,70,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
353,2019-09-10,53,PM2.5,Chalmette Vista,22-087-0007,AQS,3,41,3,18,53,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
354,2019-09-11,40,PM2.5,Chalmette Vista,22-087-0007,AQS,3,36,11,17,40,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
355,2019-09-12,68,PM2.5,Madisonville,22-103-0002,AQS,5,45,4,19,68,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
356,2019-09-13,61,Ozone,Kenner,22-051-1001,AQS,5,61,1,22,56,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
357,2019-09-14,40,Ozone,Kenner,22-051-1001,AQS,3,40,19,16,39,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
358,2019-09-15,36,Ozone,Kenner,22-051-1001,AQS,3,36,16,14,33,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
359,2019-09-16,27,PM2.5,Chalmette Vista,22-087-0007,AQS,2,27,4,13,27,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
360,2019-09-17,30,Ozone,Kenner,22-051-1001,AQS,3,30,9,8,24,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
361,2019-09-18,33,Ozone,Meraux,22-087-0004,AirNow,3,33,23,11,24,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
362,2019-09-19,41,Ozone,Kenner,22-051-1001,AQS,3,41,6,11,37,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
363,2019-09-20,38,PM2.5,Chalmette Vista,22-087-0007,AQS,3,38,3,16,38,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
364,2019-09-21,31,Ozone,Kenner,22-051-1001,AQS,2,31,20,13,27,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
365,2019-09-22,40,PM2.5,Chalmette Vista,22-087-0007,AQS,2,36,3,15,40,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
366,2019-09-23,36,Ozone,Kenner,22-051-1001,AQS,3,36,3,13,24,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
367,2019-09-24,54,Ozone,Garyville,22-095-0002,AQS,3,54,7,16,40,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
368,2019-09-25,80,Ozone,Kenner,22-051-1001,AQS,5,80,4,20,48,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
369,2019-09-26,58,Ozone,Garyville,22-095-0002,AQS,5,58,26,20,52,29,2020-03-23,391006,29.9511,-90.0715,New_Orleans
370,2019-09-27,55,PM2.5,Madisonville,22-103-0002,AQS,6,49,16,24,55,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
371,2019-09-28,51,PM2.5,Chalmette Vista,22-087-0007,AQS,3,44,4,20,51,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
