,date,Overall_AQI_Value,main_pollutant,site_name,Lat ,Lon,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance
163,2019-03-04,43,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,7.0,32,0,13,43,.,43.615,-116.2023,Boise,2020-03-25
164,2019-03-05,35,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,8.0,30,0,15,35,.,43.615,-116.2023,Boise,2020-03-25
165,2019-03-06,46,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,9.0,29,1,10,46,.,43.615,-116.2023,Boise,2020-03-25
166,2019-03-07,48,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,7.0,34,1,6,48,.,43.615,-116.2023,Boise,2020-03-25
167,2019-03-08,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,37,1,8,33,.,43.615,-116.2023,Boise,2020-03-25
168,2019-03-09,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,2.0,35,1,9,30,.,43.615,-116.2023,Boise,2020-03-25
169,2019-03-10,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,2.0,35,3,9,25,.,43.615,-116.2023,Boise,2020-03-25
170,2019-03-11,34,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,34,3,19,30,.,43.615,-116.2023,Boise,2020-03-25
171,2019-03-12,31,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,31,1,10,22,.,43.615,-116.2023,Boise,2020-03-25
172,2019-03-13,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,35,0,10,31,.,43.615,-116.2023,Boise,2020-03-25
173,2019-03-14,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,37,0,11,28,.,43.615,-116.2023,Boise,2020-03-25
174,2019-03-15,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,35,1,19,31,.,43.615,-116.2023,Boise,2020-03-25
175,2019-03-16,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,39,1,17,33,.,43.615,-116.2023,Boise,2020-03-25
176,2019-03-17,45,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,9.0,37,0,19,45,.,43.615,-116.2023,Boise,2020-03-25
177,2019-03-18,47,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,10.0,37,1,29,47,.,43.615,-116.2023,Boise,2020-03-25
178,2019-03-19,42,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,42,0,26,33,.,43.615,-116.2023,Boise,2020-03-25
179,2019-03-20,42,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,42,1,28,40,.,43.615,-116.2023,Boise,2020-03-25
180,2019-03-21,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,39,3,28,36,.,43.615,-116.2023,Boise,2020-03-25
181,2019-03-22,36,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,7.0,33,1,28,36,.,43.615,-116.2023,Boise,2020-03-25
182,2019-03-23,35,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,9.0,34,1,9,35,.,43.615,-116.2023,Boise,2020-03-25
183,2019-03-24,32,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,6.0,32,1,6,32,.,43.615,-116.2023,Boise,2020-03-25
184,2019-03-25,45,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,5.0,39,1,14,45,.,43.615,-116.2023,Boise,2020-03-25
185,2019-03-26,47,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,6.0,33,1,16,47,.,43.615,-116.2023,Boise,2020-03-25
186,2019-03-27,33,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,33,1,11,25,.,43.615,-116.2023,Boise,2020-03-25
187,2019-03-28,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,39,1,7,25,.,43.615,-116.2023,Boise,2020-03-25
188,2019-03-29,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,5.0,38,1,12,31,.,43.615,-116.2023,Boise,2020-03-25
189,2019-03-30,36,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,36,1,13,30,.,43.615,-116.2023,Boise,2020-03-25
190,2019-03-31,41,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,41,1,12,30,.,43.615,-116.2023,Boise,2020-03-25
191,2019-04-01,36,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,36,1,13,28,18,43.615,-116.2023,Boise,2020-03-25
192,2019-04-02,26,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,26,1,13,24,24,43.615,-116.2023,Boise,2020-03-25
193,2019-04-03,27,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,27,1,10,27,17,43.615,-116.2023,Boise,2020-03-25
194,2019-04-04,31,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,31,0,10,22,17,43.615,-116.2023,Boise,2020-03-25
195,2019-04-05,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,35,0,9,25,21,43.615,-116.2023,Boise,2020-03-25
196,2019-04-06,36,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,36,0,9,20,16,43.615,-116.2023,Boise,2020-03-25
197,2019-04-07,33,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,6.0,31,0,12,33,12,43.615,-116.2023,Boise,2020-03-25
198,2019-04-08,31,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,31,0,13,18,10,43.615,-116.2023,Boise,2020-03-25
199,2019-04-09,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,39,0,6,14,6,43.615,-116.2023,Boise,2020-03-25
200,2019-04-10,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,5.0,38,0,9,16,4,43.615,-116.2023,Boise,2020-03-25
201,2019-04-11,32,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,5.0,32,0,6,16,11,43.615,-116.2023,Boise,2020-03-25
202,2019-04-12,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,37,0,9,13,21,43.615,-116.2023,Boise,2020-03-25
203,2019-04-13,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,44,0,9,24,18,43.615,-116.2023,Boise,2020-03-25
204,2019-04-14,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,37,0,4,19,4,43.615,-116.2023,Boise,2020-03-25
205,2019-04-15,41,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,41,0,6,29,15,43.615,-116.2023,Boise,2020-03-25
206,2019-04-16,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,37,0,9,23,22,43.615,-116.2023,Boise,2020-03-25
207,2019-04-17,34,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,34,0,12,26,.,43.615,-116.2023,Boise,2020-03-25
208,2019-04-18,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,37,0,18,33,.,43.615,-116.2023,Boise,2020-03-25
209,2019-04-19,33,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,33,0,19,28,21,43.615,-116.2023,Boise,2020-03-25
210,2019-04-20,31,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,31,0,8,25,7,43.615,-116.2023,Boise,2020-03-25
211,2019-04-21,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,5.0,35,0,9,23,2,43.615,-116.2023,Boise,2020-03-25
212,2019-04-22,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,38,0,16,33,22,43.615,-116.2023,Boise,2020-03-25
213,2019-04-23,38,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,31,1,19,38,20,43.615,-116.2023,Boise,2020-03-25
214,2019-04-24,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,44,0,15,34,11,43.615,-116.2023,Boise,2020-03-25
215,2019-04-25,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,49,0,25,38,22,43.615,-116.2023,Boise,2020-03-25
216,2019-04-26,45,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,45,0,27,40,19,43.615,-116.2023,Boise,2020-03-25
217,2019-04-27,48,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,48,0,35,40,18,43.615,-116.2023,Boise,2020-03-25
218,2019-04-28,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,39,0,10,20,4,43.615,-116.2023,Boise,2020-03-25
219,2019-04-29,41,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,41,0,17,20,14,43.615,-116.2023,Boise,2020-03-25
220,2019-04-30,43,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,43,0,21,22,8,43.615,-116.2023,Boise,2020-03-25
221,2019-05-01,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,46,0,22,25,22,43.615,-116.2023,Boise,2020-03-25
222,2019-05-02,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,46,0,23,35,25,43.615,-116.2023,Boise,2020-03-25
223,2019-05-03,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,46,0,27,25,35,43.615,-116.2023,Boise,2020-03-25
224,2019-05-04,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,44,0,27,28,23,43.615,-116.2023,Boise,2020-03-25
225,2019-05-05,43,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,43,0,20,28,20,43.615,-116.2023,Boise,2020-03-25
226,2019-05-06,40,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,40,0,26,19,13,43.615,-116.2023,Boise,2020-03-25
227,2019-05-07,42,PM10,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,7.0,40,0,42,25,9,43.615,-116.2023,Boise,2020-03-25
228,2019-05-08,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,38,0,24,22,8,43.615,-116.2023,Boise,2020-03-25
229,2019-05-09,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,7.0,39,0,19,23,17,43.615,-116.2023,Boise,2020-03-25
230,2019-05-10,45,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,7.0,45,0,20,27,30,43.615,-116.2023,Boise,2020-03-25
231,2019-05-11,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,8.0,49,0,28,42,34,43.615,-116.2023,Boise,2020-03-25
232,2019-05-12,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,8.0,49,0,27,45,25,43.615,-116.2023,Boise,2020-03-25
233,2019-05-13,54,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,8.0,54,0,32,52,19,43.615,-116.2023,Boise,2020-03-25
234,2019-05-14,58,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,7.0,58,0,40,52,18,43.615,-116.2023,Boise,2020-03-25
235,2019-05-15,47,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,36,0,28,47,15,43.615,-116.2023,Boise,2020-03-25
236,2019-05-16,40,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,31,0,11,40,10,43.615,-116.2023,Boise,2020-03-25
237,2019-05-17,37,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,34,0,9,37,19,43.615,-116.2023,Boise,2020-03-25
238,2019-05-18,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,8.0,44,0,10,40,16,43.615,-116.2023,Boise,2020-03-25
239,2019-05-19,33,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AirNow,8.0,33,0,6,21,6,43.615,-116.2023,Boise,2020-03-25
240,2019-05-20,10,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,7.0,10,0,5,9,8,43.615,-116.2023,Boise,2020-03-25
241,2019-05-21,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,38,0,6,15,8,43.615,-116.2023,Boise,2020-03-25
242,2019-05-22,23,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,23,0,8,22,8,43.615,-116.2023,Boise,2020-03-25
243,2019-05-23,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,37,0,10,28,7,43.615,-116.2023,Boise,2020-03-25
244,2019-05-24,36,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,36,0,15,28,13,43.615,-116.2023,Boise,2020-03-25
245,2019-05-25,41,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,41,0,8,30,6,43.615,-116.2023,Boise,2020-03-25
246,2019-05-26,50,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,42,0,12,50,13,43.615,-116.2023,Boise,2020-03-25
247,2019-05-27,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,38,0,14,35,14,43.615,-116.2023,Boise,2020-03-25
248,2019-05-28,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,38,0,13,28,5,43.615,-116.2023,Boise,2020-03-25
249,2019-05-29,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,44,0,12,25,16,43.615,-116.2023,Boise,2020-03-25
250,2019-05-30,40,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,40,0,9,27,16,43.615,-116.2023,Boise,2020-03-25
251,2019-05-31,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,46,0,5,26,13,43.615,-116.2023,Boise,2020-03-25
252,2019-06-01,51,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,10.0,47,0,5,51,13,43.615,-116.2023,Boise,2020-03-25
253,2019-06-02,54,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,54,0,6,28,8,43.615,-116.2023,Boise,2020-03-25
254,2019-06-03,50,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,50,0,13,31,30,43.615,-116.2023,Boise,2020-03-25
255,2019-06-04,43,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,43,0,14,25,18,43.615,-116.2023,Boise,2020-03-25
256,2019-06-05,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,49,0,12,25,17,43.615,-116.2023,Boise,2020-03-25
257,2019-06-06,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,39,0,25,23,7,43.615,-116.2023,Boise,2020-03-25
258,2019-06-07,33,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,7.0,33,0,6,16,9,43.615,-116.2023,Boise,2020-03-25
259,2019-06-08,31,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,31,0,5,20,24,43.615,-116.2023,Boise,2020-03-25
260,2019-06-09,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,38,0,7,16,15,43.615,-116.2023,Boise,2020-03-25
261,2019-06-10,43,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,43,0,11,23,22,43.615,-116.2023,Boise,2020-03-25
262,2019-06-11,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,39,0,15,30,24,43.615,-116.2023,Boise,2020-03-25
263,2019-06-12,42,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,42,0,19,37,18,43.615,-116.2023,Boise,2020-03-25
264,2019-06-13,48,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,48,0,12,28,19,43.615,-116.2023,Boise,2020-03-25
265,2019-06-14,43,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,43,0,15,30,26,43.615,-116.2023,Boise,2020-03-25
266,2019-06-15,77,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,9.0,77,0,13,34,37,43.615,-116.2023,Boise,2020-03-25
267,2019-06-16,48,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,11.0,48,0,12,33,26,43.615,-116.2023,Boise,2020-03-25
268,2019-06-17,47,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,8.0,47,0,16,35,21,43.615,-116.2023,Boise,2020-03-25
269,2019-06-18,43,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,43,0,15,31,9,43.615,-116.2023,Boise,2020-03-25
270,2019-06-19,45,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,45,0,14,29,8,43.615,-116.2023,Boise,2020-03-25
271,2019-06-20,30,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,6.0,30,0,11,22,11,43.615,-116.2023,Boise,2020-03-25
272,2019-06-21,30,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,30,0,9,23,13,43.615,-116.2023,Boise,2020-03-25
273,2019-06-22,35,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,35,0,8,28,27,43.615,-116.2023,Boise,2020-03-25
274,2019-06-23,37,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,37,0,7,29,8,43.615,-116.2023,Boise,2020-03-25
275,2019-06-24,31,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,31,0,9,26,19,43.615,-116.2023,Boise,2020-03-25
276,2019-06-25,36,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,36,0,17,25,13,43.615,-116.2023,Boise,2020-03-25
277,2019-06-26,40,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,8.0,38,0,20,40,15,43.615,-116.2023,Boise,2020-03-25
278,2019-06-27,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,7.0,44,0,12,19,6,43.615,-116.2023,Boise,2020-03-25
279,2019-06-28,33,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,9.0,31,0,18,33,33,43.615,-116.2023,Boise,2020-03-25
280,2019-06-29,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,49,0,16,32,17,43.615,-116.2023,Boise,2020-03-25
281,2019-06-30,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,44,0,21,28,24,43.615,-116.2023,Boise,2020-03-25
282,2019-07-01,51,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0017,AQS,9.0,51,0,.,33,22,43.615,-116.2023,Boise,2020-03-25
283,2019-07-02,38,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,38,0,25,32,8,43.615,-116.2023,Boise,2020-03-25
284,2019-07-03,40,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,40,0,22,27,7,43.615,-116.2023,Boise,2020-03-25
285,2019-07-04,100,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,45,3,49,100,33,43.615,-116.2023,Boise,2020-03-25
286,2019-07-05,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,46,0,22,37,21,43.615,-116.2023,Boise,2020-03-25
287,2019-07-06,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,44,0,24,30,9,43.615,-116.2023,Boise,2020-03-25
288,2019-07-07,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,39,1,20,33,14,43.615,-116.2023,Boise,2020-03-25
289,2019-07-08,40,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0002,AQS,9.0,39,0,19,40,15,43.615,-116.2023,Boise,2020-03-25
290,2019-07-09,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,44,0,23,34,17,43.615,-116.2023,Boise,2020-03-25
291,2019-07-10,47,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,47,0,35,39,20,43.615,-116.2023,Boise,2020-03-25
292,2019-07-11,43,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,32,0,29,43,20,43.615,-116.2023,Boise,2020-03-25
293,2019-07-12,35,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,32,0,30,35,.,43.615,-116.2023,Boise,2020-03-25
294,2019-07-13,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,44,0,23,32,.,43.615,-116.2023,Boise,2020-03-25
295,2019-07-14,48,PM10,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,10.0,36,0,48,40,.,43.615,-116.2023,Boise,2020-03-25
296,2019-07-15,42,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,42,0,30,29,.,43.615,-116.2023,Boise,2020-03-25
297,2019-07-16,34,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,32,0,19,34,.,43.615,-116.2023,Boise,2020-03-25
298,2019-07-17,41,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,41,0,23,30,22,43.615,-116.2023,Boise,2020-03-25
299,2019-07-18,28,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,28,0,20,22,12,43.615,-116.2023,Boise,2020-03-25
300,2019-07-19,42,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,42,0,25,25,8,43.615,-116.2023,Boise,2020-03-25
301,2019-07-20,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,39,0,23,33,9,43.615,-116.2023,Boise,2020-03-25
302,2019-07-21,51,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,51,0,24,38,.,43.615,-116.2023,Boise,2020-03-25
303,2019-07-22,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,49,0,34,48,.,43.615,-116.2023,Boise,2020-03-25
304,2019-07-23,47,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,11.0,36,0,45,47,.,43.615,-116.2023,Boise,2020-03-25
305,2019-07-24,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,46,0,28,33,.,43.615,-116.2023,Boise,2020-03-25
306,2019-07-25,44,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,44,0,27,35,.,43.615,-116.2023,Boise,2020-03-25
307,2019-07-26,43,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,13.0,34,0,40,43,.,43.615,-116.2023,Boise,2020-03-25
308,2019-07-27,46,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,13.0,46,0,28,42,27,43.615,-116.2023,Boise,2020-03-25
309,2019-07-28,45,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0001,AQS,11.0,33,0,26,45,9,43.615,-116.2023,Boise,2020-03-25
310,2019-07-29,46,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,45,0,39,46,14,43.615,-116.2023,Boise,2020-03-25
311,2019-07-30,49,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,49,0,30,45,25,43.615,-116.2023,Boise,2020-03-25
312,2019-07-31,52,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,11.0,51,0,37,52,25,43.615,-116.2023,Boise,2020-03-25
313,2019-08-01,61,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,14.0,61,0,51,49,.,43.615,-116.2023,Boise,2020-03-25
314,2019-08-02,51,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,51,0,42,38,.,43.615,-116.2023,Boise,2020-03-25
315,2019-08-03,40,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,11.0,40,0,32,36,16,43.615,-116.2023,Boise,2020-03-25
316,2019-08-04,68,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-015-0002,AQS,13.0,51,0,35,68,16,43.615,-116.2023,Boise,2020-03-25
317,2019-08-05,64,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,64,0,45,44,30,43.615,-116.2023,Boise,2020-03-25
318,2019-08-06,51,PM2.5,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,10.0,50,0,48,51,24,43.615,-116.2023,Boise,2020-03-25
319,2019-08-07,48,PM10,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,11.0,44,0,48,38,25,43.615,-116.2023,Boise,2020-03-25
320,2019-08-08,48,PM10,Boise - White Pine Elementary,43.615,-116.2023,16-027-0002,AQS,10.0,35,1,48,43,24,43.615,-116.2023,Boise,2020-03-25
321,2019-08-09,47,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,47,0,24,32,.,43.615,-116.2023,Boise,2020-03-25
322,2019-08-10,41,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,41,0,16,27,15,43.615,-116.2023,Boise,2020-03-25
323,2019-08-11,42,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,8.0,42,0,11,25,18,43.615,-116.2023,Boise,2020-03-25
324,2019-08-12,39,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,9.0,39,0,19,31,28,43.615,-116.2023,Boise,2020-03-25
325,2019-08-13,45,Ozone,Boise - White Pine Elementary,43.615,-116.2023,16-001-0010,AQS,11.0,45,0,30,40,35,43.615,-116.2023,Boise,2020-03-25
